Nick Boyle,2600,BAL,TE,DEN,15.37231,7.69,7.69,7.7780425,2.79,5.227604096
Garrett Celek,2600,SFO,TE,KCC,8.85557,4.43,4.43,5.434947674,2.230366911,3.850241861
George Kittle,4500,SFO,TE,KCC,20.12993,8.67027,10.07,11.02277994,7.74,9.713011698
Ian Thomas,2800,CAR,TE,CIN,12.23388,6.12,6.12,7.851355,4.847,6.546178716
Travis Kelce,6700,KCC,TE,SFO,31.9509,12.21126,16.26,16.55075554,14.00994663,15.59699826
Demetrius Harris,2500,KCC,TE,SFO,6.63668,3.32,3.32,5.1398605,2.36,3.607796197
Lance Kendricks,2500,GBP,TE,WAS,5.65717,2.83,2.83,2.086043478,1.01,1.756771819
Jimmy Graham,4900,GBP,TE,WAS,20.32983,8.49195,10.17,12.35634605,9.875496998,11.38594557
Chris Manhertz,2500,CAR,TE,CIN,3.07846,1.54,1.54,2.360954348,0,1.193377864
C.J. Uzomah,2600,CIN,TE,CAR,8.35582,4.18,4.18,3.470180851,0,1.601985861
Joshua Perkins,2500,PHI,TE,IND,7.87606,3.94,3.94,4.038115502,0,1.953922671
Jack Doyle,3500,IND,TE,PHI,22.12056,9.30216,11.76,10.76489904,8.66,9.799702852
Eric Ebron,3400,IND,TE,PHI,18.17091,7.80831,9.09,9.761846683,6.128432288,8.506997435
Dallas Goedert,2500,PHI,TE,IND,8.21589,4.11,4.11,6.1094,1.467,3.805077036
Zach Ertz,6800,PHI,TE,IND,28.73536,10.76054,15.22,16.7158405,13.64,15.28292672
Tyler Kroft,2600,CIN,TE,CAR,8.07596,4.04,4.04,4.35056686,2.288,3.406611409
Tyler Eifert,3200,CIN,TE,CAR,17.65117,8.83,8.83,8.528086957,5.99,7.293195027
Eric Tomlinson,2500,NYJ,TE,CLE,4.7976,2.4,2.4,4.324143731,1.454,3.309734764
